"include_spelling"	"occurrences"	"caller_count"	"caller_paths"	"upstream_header_paths"	"upstream_package_roots"	"stage1_state"	"next_stage"	"first_hop_owner"	"first_hop_kind"
"trace.h"	"60"	"58"	"softpc.new/base/bios/emm_fncs.c;softpc.new/base/bios/reset.c;softpc.new/base/bios/tape_io.c;softpc.new/base/ccpu386/ccpusas4.c;softpc.new/base/comms/com.c;softpc.new/base/comms/printer_.c;softpc.new/base/comms/printer.c;softpc.new/base/comms/rs232_io.c;softpc.new/base/debug/btrace.c;softpc.new/base/debug/dasm.c;softpc.new/base/debug/pigyoda.c;softpc.new/base/debug/profile.c;softpc.new/base/debug/trace.c;softpc.new/base/debug/yoda.c;softpc.new/base/disks/diskbios.c;softpc.new/base/disks/fdisk.c;softpc.new/base/disks/fla.c;softpc.new/base/disks/floppy_i.c;softpc.new/base/disks/floppy.c;softpc.new/base/disks/gfi_ibm.c;softpc.new/base/disks/gfi_mpty.c;softpc.new/base/disks/gfi_sflp.c;softpc.new/base/disks/gfi_test.c;softpc.new/base/disks/gfi.c;softpc.new/base/dos/emm_mngr.c;softpc.new/base/keymouse/keybd_io.c;softpc.new/base/keymouse/mouse_io.c;softpc.new/base/keymouse/mouse.c;softpc.new/base/keymouse/ppi.c;softpc.new/base/support/ios.c;softpc.new/base/support/main.c;softpc.new/base/system/at_dma.c;softpc.new/base/system/ica.c;softpc.new/base/system/timer.c;softpc.new/base/video/cga.c;softpc.new/base/video/ega_vide.c;softpc.new/base/video/ga_glue.c;softpc.new/base/video/gfx_updt.c;softpc.new/base/video/vga_vide.c;softpc.new/base/video/video.c;softpc.new/host/src/config.c;softpc.new/host/src/nt_cga.c;softpc.new/host/src/nt_cpu.c;softpc.new/host/src/nt_ega.c;softpc.new/host/src/nt_error.c;softpc.new/host/src/nt_event.c;softpc.new/host/src/nt_fdisk.c;softpc.new/host/src/nt_graph.c;softpc.new/host/src/nt_hosts.c;softpc.new/host/src/nt_input.c;softpc.new/host/src/nt_lpt.c;softpc.new/host/src/nt_mouse.c;softpc.new/host/src/nt_ntfun.c;softpc.new/host/src/nt_rflop.c;softpc.new/host/src/nt_sound.c;softpc.new/host/src/nt_timer.c;softpc.new/host/src/nt_vflop.c;softpc.new/host/src/nt_vga.c"	"base/ntos/inc/trace.h;net/sockets/winsock2/dll/include/trace.h;net/sockets/winsock2.nt5/dll/include/trace.h;net/sockets/winsock2.nt5/dll/ws2_rp/msrlsp/trace.h;sdktools/jetadmin/cola.sdk/inc/trace.h;sdktools/vctools/pdb/include/trace.h"	"base/ntos/inc;net/sockets/winsock2;net/sockets/winsock2.nt5;sdktools/jetadmin/cola.sdk;sdktools/vctools/pdb"	"selected-mvdm-header; no external package edge"	"expand owning package/build boundary"	"mvdm selected union"	"internal-or-selected-input"
"umb.h"	"7"	"7"	"softpc.new/host/src/config.c;softpc.new/host/src/nt_emm.c;softpc.new/host/src/nt_msscs.c;softpc.new/host/src/nt_umb.c;softpc.new/host/src/x86_emm.c;xms.486/xms.c;xms.486/xmsumb.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"Univer_c.h"	"3"	"3"	"softpc.new/base/ccpu386/sascdef.c;softpc.new/base/cvidc/accessfn.c;softpc.new/base/cvidc/sascdef.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"vcdex.h"	"1"	"1"	"vdd/samples/mscdex/vdd/vcdex.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"vdd.h"	"2"	"2"	"vdd/samples/adlibvdd/vdd.c;vdd/samples/sample2/vdd/vdd.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"vddsvc.h"	"4"	"4"	"vdd/samples/adlibvdd/vdd.c;vdd/samples/mscdex/vdd/vcdex.c;vdd/samples/sample1/fax32/fax32.c;vdd/samples/vsbd/vdd.c"	"public/sdk/inc/vddsvc.h"	"public/sdk/inc"	"external-declaration carrier; map to parent source/API at stage two"	"expand owning package/build boundary"	"MVDM VDD/debug contract"	"selected-MVDM-contract"
"vdm.h"	"12"	"12"	"dos/dem/demsrch.c;ieuvddex/system.c;softpc.new/host/src/nt_bop.c;softpc.new/host/src/nt_com.c;softpc.new/host/src/nt_det.c;softpc.new/host/src/nt_eoi.c;softpc.new/host/src/nt_event.c;softpc.new/host/src/nt_fulsc.c;softpc.new/host/src/nt_msscs.c;softpc.new/host/src/nt_reset.c;softpc.new/host/src/nt_sec.c;v86/monitor/i386/spcstubs.c"	"base/win32/client/vdm.h;public/internal/base/inc/vdm.h"	"base/win32/client;public/internal/base"	"external-declaration carrier; map to parent source/API at stage two"	"expand owning package/build boundary"	"base/win32 VDM + BaseClient contract"	"external-package-or-declaration"
"vdmapi.h"	"6"	"6"	"oemuni/process.c;softpc.new/host/src/config.c;softpc.new/host/src/nt_event.c;softpc.new/host/src/nt_msscs.c;softpc.new/host/src/nt_reset.c;softpc.new/host/src/nt_term.c"	"public/internal/base/inc/vdmapi.h"	"public/internal/base"	"external-declaration carrier; map to parent source/API at stage two"	"expand owning package/build boundary"	"base/win32 VDM + BaseClient contract"	"external-package-or-declaration"
"vdmdbg.h"	"3"	"3"	"dbg/dbg.c;vdmdbg/vdmdbg.c;wow32/wkman.c"	"public/sdk/inc/vdmdbg.h;sdktools/jetadmin/inc/vdmdbg.h"	"public/sdk/inc;sdktools/jetadmin/inc"	"external-declaration carrier; map to parent source/API at stage two"	"expand owning package/build boundary"	"MVDM VDD/debug contract"	"selected-MVDM-contract"
"vdmredir.h"	"14"	"14"	"vdmredir/vrdebug.c;vdmredir/vrdisp.c;vdmredir/vrdlc5c.c;vdmredir/vrdlcbuf.c;vdmredir/vrdlcdbg.c;vdmredir/vrdlcpst.c;vdmredir/vrinit.c;vdmredir/vrmisc.c;vdmredir/vrmslot.c;vdmredir/vrnetapi.c;vdmredir/vrnetb.c;vdmredir/vrnmpipe.c;vdmredir/vrputil.c;vdmredir/vrremote.c"	""	""	"selected-MVDM/platform declaration or firmware input; no non-MVDM package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"verr.h"	"2"	"2"	"softpc.new/base/ccpu386/c_main.c;softpc.new/base/ccpu386/verr.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"verw.h"	"2"	"2"	"softpc.new/base/ccpu386/c_main.c;softpc.new/base/ccpu386/verw.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"vga_dac.h"	"1"	"1"	"softpc.new/base/video/vga_vide.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"vgaports.h"	"9"	"9"	"softpc.new/base/keymouse/mouse_io.c;softpc.new/base/video/ega_mode.c;softpc.new/base/video/ega_vide.c;softpc.new/base/video/gfx_updt.c;softpc.new/base/video/v7_ports.c;softpc.new/base/video/v7_video.c;softpc.new/base/video/vga_mode.c;softpc.new/base/video/vga_prts.c;softpc.new/base/video/vga_vide.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"VIDEO_BIOS_EGA.seg"	"1"	"1"	"softpc.new/base/video/ega_vide.c"	""	""	"selected MVDM SoftPC firmware/generated segment; no non-MVDM package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"VIDEO_BIOS_VGA.seg"	"2"	"2"	"softpc.new/base/video/v7_video.c;softpc.new/base/video/vga_vide.c"	""	""	"selected MVDM SoftPC firmware/generated segment; no non-MVDM package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"VIDEO_BIOS.seg"	"2"	"2"	"softpc.new/base/video/video_io.c;softpc.new/base/video/video.c"	""	""	"selected MVDM SoftPC firmware/generated segment; no non-MVDM package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"video.h"	"23"	"23"	"softpc.new/base/bios/reset.c;softpc.new/base/cpu/src/evid/ev_glue.c;softpc.new/base/cvidc/ev_glue.c;softpc.new/base/debug/yoda.c;softpc.new/base/keymouse/mouse_io.c;softpc.new/base/keymouse/mouse.c;softpc.new/base/video/cga.c;softpc.new/base/video/ega_vide.c;softpc.new/base/video/ega_writ.c;softpc.new/base/video/gfx_updt.c;softpc.new/base/video/v7_video.c;softpc.new/base/video/vga_prts.c;softpc.new/base/video/vga_vide.c;softpc.new/base/video/video_io.c;softpc.new/base/video/video.c;softpc.new/host/src/nt_det.c;softpc.new/host/src/nt_event.c;softpc.new/host/src/nt_fulsc.c;softpc.new/host/src/nt_graph.c;softpc.new/host/src/nt_input.c;softpc.new/host/src/nt_mouse.c;softpc.new/host/src/nt_reset.c;softpc.new/host/src/nt_sound.c"	"base/ntos/inc/video.h;sdktools/mstest/ntsnap/video.h;sdktools/wintools/winmsd/video.h"	"base/ntos/inc;sdktools/mstest/ntsnap;sdktools/wintools/winmsd"	"selected-mvdm-header; no external package edge"	"expand owning package/build boundary"	"mvdm selected union"	"internal-or-selected-input"
"vint.h"	"1"	"1"	"softpc.new/host/src/nt_msscs.c"	""	""	"selected-MVDM/platform declaration or firmware input; no non-MVDM package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"virtual.h"	"4"	"4"	"softpc.new/base/bios/bios.c;softpc.new/base/bios/reset.c;softpc.new/base/bios/virtual.c;softpc.new/base/keymouse/mouse_io.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"vrdebug.h"	"13"	"13"	"vdmredir/vrdebug.c;vdmredir/vrdlc5c.c;vdmredir/vrdlcbuf.c;vdmredir/vrdlcdbg.c;vdmredir/vrdlcpst.c;vdmredir/vrdll.c;vdmredir/vrinit.c;vdmredir/vrmisc.c;vdmredir/vrmslot.c;vdmredir/vrnetapi.c;vdmredir/vrnetb.c;vdmredir/vrnmpipe.c;vdmredir/vrremote.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"vrdefld.h"	"2"	"2"	"vdmredir/vrdlc5c.c;vdmredir/vrinit.c"	""	""	"selected-MVDM/platform declaration or firmware input; no non-MVDM package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"vrdlc.h"	"7"	"7"	"vdmredir/vrdisp.c;vdmredir/vrdlc5c.c;vdmredir/vrdlcbuf.c;vdmredir/vrdlcdbg.c;vdmredir/vrdlcpst.c;vdmredir/vrinit.c;vdmredir/vrnetb.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"vrdlcdbg.h"	"4"	"4"	"vdmredir/vrdlc5c.c;vdmredir/vrdlcbuf.c;vdmredir/vrdlcdbg.c;vdmredir/vrdlcpst.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"vrdlctab.h"	"14"	"14"	"vdmredir/vrdebug.c;vdmredir/vrdisp.c;vdmredir/vrdlc5c.c;vdmredir/vrdlcbuf.c;vdmredir/vrdlcdbg.c;vdmredir/vrdlcpst.c;vdmredir/vrinit.c;vdmredir/vrmisc.c;vdmredir/vrmslot.c;vdmredir/vrnetapi.c;vdmredir/vrnetb.c;vdmredir/vrnmpipe.c;vdmredir/vrputil.c;vdmredir/vrremote.c"	""	""	"selected-MVDM/platform declaration or firmware input; no non-MVDM package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"vrica.h"	"4"	"4"	"vdmredir/vrdlcpst.c;vdmredir/vrinit.c;vdmredir/vrnetb.c;vdmredir/vrnmpipe.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"vrinit.h"	"6"	"6"	"vdmredir/vrdisp.c;vdmredir/vrdll.c;vdmredir/vrinit.c;vdmredir/vrnetb.c;vdmredir/vrnmpipe.c;vdmredir/vrputil.c"	""	""	"selected-MVDM/platform declaration or firmware input; no non-MVDM package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"vrmisc.h"	"2"	"2"	"vdmredir/vrdisp.c;vdmredir/vrmisc.c"	""	""	"selected-MVDM/platform declaration or firmware input; no non-MVDM package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"vrmslot.h"	"3"	"3"	"vdmredir/vrdisp.c;vdmredir/vrmisc.c;vdmredir/vrmslot.c"	""	""	"selected-MVDM/platform declaration or firmware input; no non-MVDM package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"vrnetapi.h"	"2"	"2"	"vdmredir/vrdisp.c;vdmredir/vrnetapi.c"	""	""	"selected-MVDM/platform declaration or firmware input; no non-MVDM package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"vrnmpipe.h"	"6"	"6"	"dos/dem/demfile.c;dos/dem/demhndl.c;vdmredir/vrdisp.c;vdmredir/vrdll.c;vdmredir/vrmisc.c;vdmredir/vrnmpipe.c"	""	""	"selected-MVDM/platform declaration or firmware input; no non-MVDM package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"vrputil.h"	"4"	"4"	"vdmredir/vrmslot.c;vdmredir/vrnetapi.c;vdmredir/vrnmpipe.c;vdmredir/vrputil.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"vrremote.h"	"2"	"2"	"vdmredir/vrnetapi.c;vdmredir/vrremote.c"	""	""	"selected-MVDM/platform declaration or firmware input; no non-MVDM package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"wait.h"	"2"	"2"	"softpc.new/base/ccpu386/c_main.c;softpc.new/base/ccpu386/wait.c"	"public/sdk/inc/posix/sys/wait.h"	"public/sdk/inc"	"selected-mvdm-header; no external package edge"	"expand owning package/build boundary"	"mvdm selected union"	"internal-or-selected-input"
"wbinvd.h"	"2"	"2"	"softpc.new/base/ccpu386/c_main.c;softpc.new/base/ccpu386/wbinvd.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"wchar.h"	"1"	"1"	"softpc.new/host/src/nt_sec.c"	"base/crts/crtw32/h/wchar.h;base/crts/libw32/include/wchar.h;com/ole32/stg/ref/h/wchar.h;public/sdk/inc/crt/wchar.h;sdktools/jetadmin/inc/wchar.h"	"base/crts/crtw32;base/crts/libw32;com/ole32/stg;public/sdk/inc;sdktools/jetadmin/inc"	"external-declaration carrier; map to parent source/API at stage two"	"expand owning package/build boundary"	"MSVC CRT / public C runtime"	"modern-public-leaf"
"wcmdgtbl.h"	"1"	"1"	"wow32/wowtbl.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"wcuricon.h"	"3"	"3"	"vdmexts/dib.c;vdmexts/wow.c;vdmexts/wowprof.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"wdbgexts.h"	"1"	"1"	"wow32/debug.c"	"public/sdk/inc/wdbgexts.h;sdktools/jetadmin/inc/wdbgexts.h;sdktools/jetadmin/sdk/inc32/wdbgexts.h"	"public/sdk/inc;sdktools/jetadmin/inc;sdktools/jetadmin/sdk"	"external-declaration carrier; map to parent source/API at stage two"	"expand owning package/build boundary"	"MVDM VDD/debug contract"	"selected-MVDM-contract"
"wddeml32.h"	"1"	"1"	"wow32/wddeml32.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"wdib.h"	"3"	"3"	"vdmexts/dib.c;wow32/wdib.c;wow32/wgdi.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"wfsheets.h"	"1"	"1"	"fax/wowfaxui/wfsheets.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"wgtbl.h"	"1"	"1"	"wow32/wow32.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"wgtbl2.h"	"1"	"1"	"wow32/wowtbl.c"	""	""	"selected-mvdm-header; no external package edge"	"classify public compiler/API leaf or resolve spelling"	"mvdm selected union"	"internal-or-selected-input"
"winbase.h"	"6"	"6"	"dos/command/cmdexit.c;dos/dem/demfcb.c;dos/dem/demfile.c;dos/dem/demgset.c;dos/dem/demioctl.c;dos/dem/demlabel.c"	"public/internal/shell/inc/winbase.h;public/sdk/inc/winbase.h;sdktools/jetadmin/inc/winbase.h;sdktools/jetadmin/sdk/inc32/winbase.h"	"public/internal/shell;public/sdk/inc;sdktools/jetadmin/inc;sdktools/jetadmin/sdk"	"external-declaration carrier; map to parent source/API at stage two"	"expand owning package/build boundary"	"modern public Win32 UI/console/spool binding; private historical entrypoints seed ntcon/ntuser/ntgdi BFS"	"public-api-or-private-client-candidate"
"winbasep.h"	"1"	"1"	"dos/dem/demsrch.c"	"public/internal/base/inc/winbasep.h"	"public/internal/base"	"external-declaration carrier; map to parent source/API at stage two"	"expand owning package/build boundary"	"base/win32 VDM + BaseClient contract"	"external-package-or-declaration"
"winconp.h"	"1"	"1"	"dos/command/cmdkeyb.c"	"public/internal/windows/inc/winconp.h"	"public/internal/windows"	"external-declaration carrier; map to parent source/API at stage two"	"expand owning package/build boundary"	"modern public Win32 UI/console/spool binding; private historical entrypoints seed ntcon/ntuser/ntgdi BFS"	"public-api-or-private-client-candidate"
"winddi.h"	"1"	"1"	"wow32/wow32fax.c"	"public/internal/windows/inc/winddi.h"	"public/internal/windows"	"external-declaration carrier; map to parent source/API at stage two"	"expand owning package/build boundary"	"modern public Win32 UI/console/spool binding; private historical entrypoints seed ntcon/ntuser/ntgdi BFS"	"public-api-or-private-client-candidate"
"winddiui.h"	"1"	"1"	"fax/wowfaxui/wowfaxui.c"	"public/internal/printscan/inc/winddiui.h"	"public/internal/printscan"	"external-declaration carrier; map to parent source/API at stage two"	"expand owning package/build boundary"	"modern public Win32 UI/console/spool binding; private historical entrypoints seed ntcon/ntuser/ntgdi BFS"	"public-api-or-private-client-candidate"
"windows.h"	"94"	"94"	"dbg/dbg.c;dos/dem/demdasd.c;fax/wowfaxui/wfsheets.c;fax/wowfaxui/wfupgrad.c;fax/wowfaxui/wowfaxui.c;oemuni/file.c;oemuni/process.c;oemuni/toemuni.c;softpc.new/base/ccpu386/ntthread.c;softpc.new/base/support/time_day.c;softpc.new/base/system/cmosnt.c;softpc.new/base/system/qevnt.c;softpc.new/convert/convert.c;softpc.new/dat2obj/dat2obj.c;softpc.new/debugger/vdmdebug.c;softpc.new/host/src/config.c;softpc.new/host/src/copy_fnc.c;softpc.new/host/src/cpucstbs.c;softpc.new/host/src/fprt.c;softpc.new/host/src/nt_bop.c;softpc.new/host/src/nt_cga.c;softpc.new/host/src/nt_com.c;softpc.new/host/src/nt_cpu.c;softpc.new/host/src/nt_det.c;softpc.new/host/src/nt_ega.c;softpc.new/host/src/nt_emm.c;softpc.new/host/src/nt_eoi.c;softpc.new/host/src/nt_error.c;softpc.new/host/src/nt_event.c;softpc.new/host/src/nt_fdisk.c;softpc.new/host/src/nt_fulsc.c;softpc.new/host/src/nt_graph.c;softpc.new/host/src/nt_hosts.c;softpc.new/host/src/nt_hunt.c;softpc.new/host/src/nt_input.c;softpc.new/host/src/nt_inthk.c;softpc.new/host/src/nt_keycd.c;softpc.new/host/src/nt_lpt.c;softpc.new/host/src/nt_mem.c;softpc.new/host/src/nt_mouse.c;softpc.new/host/src/nt_msscs.c;softpc.new/host/src/nt_munge.c;softpc.new/host/src/nt_nls.c;softpc.new/host/src/nt_ntfun.c;softpc.new/host/src/nt_pif.c;softpc.new/host/src/nt_reset.c;softpc.new/host/src/nt_rflop.c;softpc.new/host/src/nt_sec.c;softpc.new/host/src/nt_smenu.c;softpc.new/host/src/nt_sound.c;softpc.new/host/src/nt_term.c;softpc.new/host/src/nt_thred.c;softpc.new/host/src/nt_timer.c;softpc.new/host/src/nt_umb.c;softpc.new/host/src/nt_unix.c;softpc.new/host/src/nt_vdd.c;softpc.new/host/src/nt_vga.c;softpc.new/host/src/nt_wcom.c;softpc.new/host/src/sim32.c;softpc.new/host/src/stubs.c;softpc.new/host/src/x86_emm.c;softpc.new/obj.vdm/ntvdm.c;softpc.new/rename/rename.c;suballoc/tsa.c;v86/monitor/i386/sas.c;v86/monitor/i386/spcstubs.c;v86/scaffold/i386/fakebop.c;v86/scaffold/i386/fakeinit.c;v86/scaffold/i386/fakekbd.c;v86/scaffold/i386/fakevid.c;v86/scaffold/i386/softpc.c;vdd/samples/adlibvdd/vdd.c;vdd/samples/mscdex/vdd/vcdex.c;vdd/samples/vsbd/vdd.c;vdmdbg/vdmdbg.c;vdmredir/vrdebug.c;vdmredir/vrdisp.c;vdmredir/vrdlc5c.c;vdmredir/vrdlcbuf.c;vdmredir/vrdlcdbg.c;vdmredir/vrdlcpst.c;vdmredir/vrdll.c;vdmredir/vrinit.c;vdmredir/vrmisc.c;vdmredir/vrmslot.c;vdmredir/vrnetapi.c;vdmredir/vrnetb.c;vdmredir/vrnmpipe.c;vdmredir/vrputil.c;vdmredir/vrremote.c;vdmutils/forcedos/forcedos.c;vdmutils/graftabl/graftabl.c;vdmutils/pifedit/mods.c;vdmutils/win/win.c"	"admin/netui/common/hack/dos/windows.h;com/ole32/olethunk/ole16/inc/windows.h;public/sdk/inc/windows.h;sdktools/jetadmin/inc/windows.h;sdktools/jetadmin/sdk/inc32/windows.h"	"admin/netui/common;com/ole32/olethunk;public/sdk/inc;sdktools/jetadmin/inc;sdktools/jetadmin/sdk"	"external-declaration carrier; map to parent source/API at stage two"	"expand owning package/build boundary"	"modern public Win32 UI/console/spool binding; private historical entrypoints seed ntcon/ntuser/ntgdi BFS"	"public-api-or-private-client-candidate"
