one_ledger1_identity	caller_physical_identity	caller_source_path	caller_symbol	call_source_line	callee_spelling	call_form	source_definition_result	signature_disposition	seed_class	final_adoption_disposition	owner	next_action
"MVDM-HOST-ONE1-003442"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"628"	"isalpha"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003443"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"629"	"_ultoa"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003444"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"632"	"_strnicmp"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003445"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"632"	"isalpha"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003446"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"633"	"_ultoa"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003447"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"635"	"_strnicmp"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003448"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"635"	"isalpha"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003449"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"636"	"_ultoa"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003450"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"638"	"_strnicmp"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003451"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"638"	"isalpha"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003452"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"639"	"_ultoa"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003453"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"641"	"_strnicmp"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003454"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"641"	"isalpha"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003455"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"642"	"_ultoa"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003456"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"644"	"_strnicmp"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003457"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"644"	"isalpha"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003458"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"645"	"_ultoa"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003459"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"647"	"_strnicmp"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003460"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"647"	"isalpha"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003461"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"648"	"_ultoa"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003462"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"650"	"_strnicmp"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003463"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"650"	"isalpha"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003464"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"651"	"_ultoa"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003465"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"653"	"_strnicmp"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003466"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"653"	"isalpha"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003467"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"654"	"_ultoa"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003468"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"656"	"_strnicmp"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003469"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"656"	"isalpha"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003470"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"657"	"_ultoa"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003471"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"660"	"_strnicmp"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003472"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"660"	"isalpha"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003473"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"661"	"_ultoa"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003474"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"663"	"_strnicmp"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003475"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"663"	"isalpha"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003476"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"664"	"_ultoa"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003477"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"666"	"_strnicmp"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003478"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"666"	"isalpha"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003479"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"667"	"_ultoa"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003480"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"669"	"_strnicmp"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
"MVDM-HOST-ONE1-003481"	"O:\repos.external\OpenNT\base\mvdm|vdmexts/util.c|572625bf57190ade673921f11a564c36e45f8458cbb5c63726b9d00d55e89702|596|RegisterToAsciiValue"	"vdmexts/util.c"	"RegisterToAsciiValue"	"669"	"isalpha"	"direct-named-call"	"physical-original-definition-candidate(s)-recorded"	""	""	"owner-local-declaration-binding"	"caller owner package"	"not an import candidate; resolve declaration/linkage only in the caller owner package"
