signature_gate_id	binding_id	resolution_id	one_ledger1_identity	callee_spelling	selected_definition_identity	caller_argument_count	declaration_argument_counts	definition_argument_count	caller_condition_context	definition_condition_context	signature_disposition	next_action	boundary
"MVDM-HOST-ONE1-SIGNATURE-000198"	"MVDM-HOST-ONE1-BINDING-005554"	"MVDM-HOST-ONE1-RESOLUTION-003598"	"MVDM-HOST-ONE1-003899"	"LocalFree"	"O:\repos.external\OpenNT|base/win32/client/lmem.c|8eda46f74c7591746be70467959400fab803285cacdc0e466a2b02a191a969a3|517|LocalFree"	"1"	"1"	"1"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000199"	"MVDM-HOST-ONE1-BINDING-005560"	"MVDM-HOST-ONE1-RESOLUTION-003604"	"MVDM-HOST-ONE1-003905"	"LocalFree"	"O:\repos.external\OpenNT|base/win32/client/lmem.c|8eda46f74c7591746be70467959400fab803285cacdc0e466a2b02a191a969a3|517|LocalFree"	"1"	"1"	"1"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000200"	"MVDM-HOST-ONE1-BINDING-005597"	"MVDM-HOST-ONE1-RESOLUTION-003641"	"MVDM-HOST-ONE1-003942"	"LocalAlloc"	"O:\repos.external\OpenNT|base/win32/client/lmem.c|8eda46f74c7591746be70467959400fab803285cacdc0e466a2b02a191a969a3|39|LocalAlloc"	"2"	"2"	"2"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000201"	"MVDM-HOST-ONE1-BINDING-005601"	"MVDM-HOST-ONE1-RESOLUTION-003645"	"MVDM-HOST-ONE1-003946"	"LocalFree"	"O:\repos.external\OpenNT|base/win32/client/lmem.c|8eda46f74c7591746be70467959400fab803285cacdc0e466a2b02a191a969a3|517|LocalFree"	"1"	"1"	"1"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000202"	"MVDM-HOST-ONE1-BINDING-005681"	"MVDM-HOST-ONE1-RESOLUTION-003669"	"MVDM-HOST-ONE1-003970"	"NetWkstaGetInfo"	"O:\repos.external\OpenNT|ds/netapi/svcdlls/wkssvc/client/wksstub.c|4056629b961f466e054711536b9e20600d64a1e0472464ad15e0dd9b02ec9073|79|NetWkstaGetInfo"	"3"	"3;3;3;3"	"3"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000203"	"MVDM-HOST-ONE1-BINDING-005682"	"MVDM-HOST-ONE1-RESOLUTION-003670"	"MVDM-HOST-ONE1-003971"	"NetWkstaUserGetInfo"	"O:\repos.external\OpenNT|ds/netapi/svcdlls/wkssvc/client/wksstub.c|4056629b961f466e054711536b9e20600d64a1e0472464ad15e0dd9b02ec9073|295|NetWkstaUserGetInfo"	"3"	"3;1;1;3;1;1;3;1;1;3;1;1"	"3"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000204"	"MVDM-HOST-ONE1-BINDING-005829"	"MVDM-HOST-ONE1-RESOLUTION-003714"	"MVDM-HOST-ONE1-004015"	"NetWkstaUserGetInfo"	"O:\repos.external\OpenNT|ds/netapi/svcdlls/wkssvc/client/wksstub.c|4056629b961f466e054711536b9e20600d64a1e0472464ad15e0dd9b02ec9073|295|NetWkstaUserGetInfo"	"3"	"3;1;1;3;1;1;3;1;1;3;1;1"	"3"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000205"	"MVDM-HOST-ONE1-BINDING-005874"	"MVDM-HOST-ONE1-RESOLUTION-003728"	"MVDM-HOST-ONE1-004029"	"XsNetMessageBufferSend"	"O:\repos.external\OpenNT|ds/netapi/xactsrv/apimsg.c|1ed708dee1236ea6424610d2274830b651062ba602d4b2cfa60e49e33de4c186|37|XsNetMessageBufferSend"	"4"	"1;1"	"1"	"unconditional"	"unconditional"	"signature-or-condition-form-unresolved"	"retain one-degree unresolved; do not inspect candidate body without a new source-form recovery decision"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000206"	"MVDM-HOST-ONE1-BINDING-005875"	"MVDM-HOST-ONE1-RESOLUTION-003729"	"MVDM-HOST-ONE1-004030"	"NetpNtStatusToApiStatus"	"O:\repos.external\OpenNT|ds/netapi/netlib/ntstatus.c|3db640c6cdc48e0835cc6a54c69bd12196245fba3feeb486a79e45a7c9abbf86|57|NetpNtStatusToApiStatus"	"1"	"1;1"	"1"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000207"	"MVDM-HOST-ONE1-BINDING-005919"	"MVDM-HOST-ONE1-RESOLUTION-003741"	"MVDM-HOST-ONE1-004042"	"RxNetUserPasswordSet"	"O:\repos.external\OpenNT|ds/netapi/rpcxlate/rxapi/rxuser.c|d2c1d9ce3028995ad41d689fc3673ede68880eb40e542a92d9864536f614612a|1180|RxNetUserPasswordSet"	"4"	"4;4;4"	"4"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000208"	"MVDM-HOST-ONE1-BINDING-005936"	"MVDM-HOST-ONE1-RESOLUTION-003753"	"MVDM-HOST-ONE1-004054"	"VrRemoteApi"	"O:\repos.external\OpenNT|base/mvdm/vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|154|VrRemoteApi"	"6"	"6;6;6"	"6"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000209"	"MVDM-HOST-ONE1-BINDING-005985"	"MVDM-HOST-ONE1-RESOLUTION-003766"	"MVDM-HOST-ONE1-004067"	"XsNetServerEnum2"	"O:\repos.external\OpenNT|ds/netapi/xactsrv/apisrv.c|070437121d8a1ee57ea07672ea9aba3e85a8f4b80b802034cc208383dca4e5cd|172|XsNetServerEnum2"	"4"	"1;1"	"1"	"unconditional"	"unconditional"	"signature-or-condition-form-unresolved"	"retain one-degree unresolved; do not inspect candidate body without a new source-form recovery decision"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000210"	"MVDM-HOST-ONE1-BINDING-005986"	"MVDM-HOST-ONE1-RESOLUTION-003767"	"MVDM-HOST-ONE1-004068"	"NetpNtStatusToApiStatus"	"O:\repos.external\OpenNT|ds/netapi/netlib/ntstatus.c|3db640c6cdc48e0835cc6a54c69bd12196245fba3feeb486a79e45a7c9abbf86|57|NetpNtStatusToApiStatus"	"1"	"1;1"	"1"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000211"	"MVDM-HOST-ONE1-BINDING-006037"	"MVDM-HOST-ONE1-RESOLUTION-003778"	"MVDM-HOST-ONE1-004079"	"XsNetServiceControl"	"O:\repos.external\OpenNT|ds/netapi/xactsrv/apisvc.c|7a0681e0d01f173edd31afac52c0a35cf7e2fc6711abcb4e224de06f116bdaf8|49|XsNetServiceControl"	"4"	"1;1"	"1"	"unconditional"	"unconditional"	"signature-or-condition-form-unresolved"	"retain one-degree unresolved; do not inspect candidate body without a new source-form recovery decision"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000212"	"MVDM-HOST-ONE1-BINDING-006038"	"MVDM-HOST-ONE1-RESOLUTION-003779"	"MVDM-HOST-ONE1-004080"	"NetpNtStatusToApiStatus"	"O:\repos.external\OpenNT|ds/netapi/netlib/ntstatus.c|3db640c6cdc48e0835cc6a54c69bd12196245fba3feeb486a79e45a7c9abbf86|57|NetpNtStatusToApiStatus"	"1"	"1;1"	"1"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000213"	"MVDM-HOST-ONE1-BINDING-006086"	"MVDM-HOST-ONE1-RESOLUTION-003792"	"MVDM-HOST-ONE1-004093"	"VrpPackSendBuffer"	"O:\repos.external\OpenNT|base/mvdm/vdmredir/vrremote.c|f75d2984624cee1a77b6f5bf6a18fe4a7f38a059d32b0e711edb97d03a08c9b8|1245|VrpPackSendBuffer"	"10"	"10;10;10"	"10"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000214"	"MVDM-HOST-ONE1-BINDING-006087"	"MVDM-HOST-ONE1-RESOLUTION-003793"	"MVDM-HOST-ONE1-004094"	"XsNetUseAdd"	"O:\repos.external\OpenNT|ds/netapi/xactsrv/apiuse.c|93d368f24f2b8fdf82e7f3459dbd53d028ccf6059db5e0f7fb621826135e96c4|117|XsNetUseAdd"	"4"	"1;1"	"1"	"unconditional"	"unconditional"	"signature-or-condition-form-unresolved"	"retain one-degree unresolved; do not inspect candidate body without a new source-form recovery decision"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000215"	"MVDM-HOST-ONE1-BINDING-006088"	"MVDM-HOST-ONE1-RESOLUTION-003794"	"MVDM-HOST-ONE1-004095"	"NetpNtStatusToApiStatus"	"O:\repos.external\OpenNT|ds/netapi/netlib/ntstatus.c|3db640c6cdc48e0835cc6a54c69bd12196245fba3feeb486a79e45a7c9abbf86|57|NetpNtStatusToApiStatus"	"1"	"1;1"	"1"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000216"	"MVDM-HOST-ONE1-BINDING-006110"	"MVDM-HOST-ONE1-RESOLUTION-003802"	"MVDM-HOST-ONE1-004103"	"XsNetUseDel"	"O:\repos.external\OpenNT|ds/netapi/xactsrv/apiuse.c|93d368f24f2b8fdf82e7f3459dbd53d028ccf6059db5e0f7fb621826135e96c4|294|XsNetUseDel"	"4"	"1;1"	"1"	"unconditional"	"unconditional"	"signature-or-condition-form-unresolved"	"retain one-degree unresolved; do not inspect candidate body without a new source-form recovery decision"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000217"	"MVDM-HOST-ONE1-BINDING-006111"	"MVDM-HOST-ONE1-RESOLUTION-003803"	"MVDM-HOST-ONE1-004104"	"NetpNtStatusToApiStatus"	"O:\repos.external\OpenNT|ds/netapi/netlib/ntstatus.c|3db640c6cdc48e0835cc6a54c69bd12196245fba3feeb486a79e45a7c9abbf86|57|NetpNtStatusToApiStatus"	"1"	"1;1"	"1"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000218"	"MVDM-HOST-ONE1-BINDING-006124"	"MVDM-HOST-ONE1-RESOLUTION-003808"	"MVDM-HOST-ONE1-004109"	"XsNetUseEnum"	"O:\repos.external\OpenNT|ds/netapi/xactsrv/apiuse.c|93d368f24f2b8fdf82e7f3459dbd53d028ccf6059db5e0f7fb621826135e96c4|369|XsNetUseEnum"	"4"	"1;1"	"1"	"unconditional"	"unconditional"	"signature-or-condition-form-unresolved"	"retain one-degree unresolved; do not inspect candidate body without a new source-form recovery decision"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000219"	"MVDM-HOST-ONE1-BINDING-006125"	"MVDM-HOST-ONE1-RESOLUTION-003809"	"MVDM-HOST-ONE1-004110"	"NetpNtStatusToApiStatus"	"O:\repos.external\OpenNT|ds/netapi/netlib/ntstatus.c|3db640c6cdc48e0835cc6a54c69bd12196245fba3feeb486a79e45a7c9abbf86|57|NetpNtStatusToApiStatus"	"1"	"1;1"	"1"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000220"	"MVDM-HOST-ONE1-BINDING-006168"	"MVDM-HOST-ONE1-RESOLUTION-003819"	"MVDM-HOST-ONE1-004120"	"XsNetUseGetInfo"	"O:\repos.external\OpenNT|ds/netapi/xactsrv/apiuse.c|93d368f24f2b8fdf82e7f3459dbd53d028ccf6059db5e0f7fb621826135e96c4|547|XsNetUseGetInfo"	"4"	"1;1"	"1"	"unconditional"	"unconditional"	"signature-or-condition-form-unresolved"	"retain one-degree unresolved; do not inspect candidate body without a new source-form recovery decision"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000221"	"MVDM-HOST-ONE1-BINDING-006169"	"MVDM-HOST-ONE1-RESOLUTION-003820"	"MVDM-HOST-ONE1-004121"	"NetpNtStatusToApiStatus"	"O:\repos.external\OpenNT|ds/netapi/netlib/ntstatus.c|3db640c6cdc48e0835cc6a54c69bd12196245fba3feeb486a79e45a7c9abbf86|57|NetpNtStatusToApiStatus"	"1"	"1;1"	"1"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000222"	"MVDM-HOST-ONE1-BINDING-006250"	"MVDM-HOST-ONE1-RESOLUTION-003836"	"MVDM-HOST-ONE1-004137"	"XsNetWkstaGetInfo"	"O:\repos.external\OpenNT|ds/netapi/xactsrv/apiwksta.c|8e0dbc5c1759aef57765c63ca8942550370bb260bfcd67d97f8b2e67281cd664|46|XsNetWkstaGetInfo"	"4"	"1;1"	"1"	"unconditional"	"unconditional"	"signature-or-condition-form-unresolved"	"retain one-degree unresolved; do not inspect candidate body without a new source-form recovery decision"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000223"	"MVDM-HOST-ONE1-BINDING-006251"	"MVDM-HOST-ONE1-RESOLUTION-003837"	"MVDM-HOST-ONE1-004138"	"NetpNtStatusToApiStatus"	"O:\repos.external\OpenNT|ds/netapi/netlib/ntstatus.c|3db640c6cdc48e0835cc6a54c69bd12196245fba3feeb486a79e45a7c9abbf86|57|NetpNtStatusToApiStatus"	"1"	"1;1"	"1"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000224"	"MVDM-HOST-ONE1-BINDING-006258"	"MVDM-HOST-ONE1-RESOLUTION-003839"	"MVDM-HOST-ONE1-004140"	"NetWkstaUserGetInfo"	"O:\repos.external\OpenNT|ds/netapi/svcdlls/wkssvc/client/wksstub.c|4056629b961f466e054711536b9e20600d64a1e0472464ad15e0dd9b02ec9073|295|NetWkstaUserGetInfo"	"3"	"3;1;1;3;1;1;3;1;1;3;1;1"	"3"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000225"	"MVDM-HOST-ONE1-BINDING-006552"	"MVDM-HOST-ONE1-RESOLUTION-003900"	"MVDM-HOST-ONE1-004201"	"XsNetUseEnum"	"O:\repos.external\OpenNT|ds/netapi/xactsrv/apiuse.c|93d368f24f2b8fdf82e7f3459dbd53d028ccf6059db5e0f7fb621826135e96c4|369|XsNetUseEnum"	"4"	"1;1"	"1"	"unconditional"	"unconditional"	"signature-or-condition-form-unresolved"	"retain one-degree unresolved; do not inspect candidate body without a new source-form recovery decision"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
"MVDM-HOST-ONE1-SIGNATURE-000226"	"MVDM-HOST-ONE1-BINDING-006553"	"MVDM-HOST-ONE1-RESOLUTION-003901"	"MVDM-HOST-ONE1-004202"	"NetpNtStatusToApiStatus"	"O:\repos.external\OpenNT|ds/netapi/netlib/ntstatus.c|3db640c6cdc48e0835cc6a54c69bd12196245fba3feeb486a79e45a7c9abbf86|57|NetpNtStatusToApiStatus"	"1"	"1;1"	"1"	"unconditional"	"unconditional"	"physical-call-declaration-definition-arity-confirmed"	"eligible future seed for separately admitted callee-body/second-degree expansion; not a package/provider selection"	"P20 reads bounded call/declaration/definition signature regions and preprocessor contexts only; no candidate function body traversal occurred"
