"effective_id"	"disposition_id"	"call_id"	"caller_file_id"	"caller_path"	"caller_package"	"caller_line"	"symbol"	"declaration_path"	"declaration_package"	"caller_final_disposition"	"effective_state"	"family"	"owner"	"retained_interface_shape"	"mapping_rule"	"failure_disposition"	"source_form_evidence"	"limitation"	"evidence"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-01765"	"MVDM-BOUNDARY-01765"	"MVDM-CALL-032509"	"MVDM-FILE-0714"	"softpc.new/base/cvidc/sevid022.c"	"softpc.new"	"1511"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/cvidc/sevid022.c:1511; softpc.new/base/inc/standard.h:83"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-01766"	"MVDM-BOUNDARY-01766"	"MVDM-CALL-032531"	"MVDM-FILE-0714"	"softpc.new/base/cvidc/sevid022.c"	"softpc.new"	"1711"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/cvidc/sevid022.c:1711; softpc.new/base/inc/standard.h:83"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-01767"	"MVDM-BOUNDARY-01767"	"MVDM-CALL-032532"	"MVDM-FILE-0714"	"softpc.new/base/cvidc/sevid022.c"	"softpc.new"	"1712"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/cvidc/sevid022.c:1712; softpc.new/base/inc/standard.h:83"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-01768"	"MVDM-BOUNDARY-01768"	"MVDM-CALL-032540"	"MVDM-FILE-0714"	"softpc.new/base/cvidc/sevid022.c"	"softpc.new"	"1798"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/cvidc/sevid022.c:1798; softpc.new/base/inc/standard.h:83"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-01769"	"MVDM-BOUNDARY-01769"	"MVDM-CALL-032541"	"MVDM-FILE-0714"	"softpc.new/base/cvidc/sevid022.c"	"softpc.new"	"1799"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/cvidc/sevid022.c:1799; softpc.new/base/inc/standard.h:83"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-01770"	"MVDM-BOUNDARY-01770"	"MVDM-CALL-032563"	"MVDM-FILE-0714"	"softpc.new/base/cvidc/sevid022.c"	"softpc.new"	"1982"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/cvidc/sevid022.c:1982; softpc.new/base/inc/standard.h:83"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-01771"	"MVDM-BOUNDARY-01771"	"MVDM-CALL-032564"	"MVDM-FILE-0714"	"softpc.new/base/cvidc/sevid022.c"	"softpc.new"	"1983"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/cvidc/sevid022.c:1983; softpc.new/base/inc/standard.h:83"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-01772"	"MVDM-BOUNDARY-01772"	"MVDM-CALL-032572"	"MVDM-FILE-0714"	"softpc.new/base/cvidc/sevid022.c"	"softpc.new"	"2052"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/cvidc/sevid022.c:2052; softpc.new/base/inc/standard.h:83"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-01773"	"MVDM-BOUNDARY-01773"	"MVDM-CALL-032573"	"MVDM-FILE-0714"	"softpc.new/base/cvidc/sevid022.c"	"softpc.new"	"2053"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/cvidc/sevid022.c:2053; softpc.new/base/inc/standard.h:83"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-01774"	"MVDM-BOUNDARY-01774"	"MVDM-CALL-032595"	"MVDM-FILE-0714"	"softpc.new/base/cvidc/sevid022.c"	"softpc.new"	"2242"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/cvidc/sevid022.c:2242; softpc.new/base/inc/standard.h:83"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-01775"	"MVDM-BOUNDARY-01775"	"MVDM-CALL-032596"	"MVDM-FILE-0714"	"softpc.new/base/cvidc/sevid022.c"	"softpc.new"	"2243"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/cvidc/sevid022.c:2243; softpc.new/base/inc/standard.h:83"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-01776"	"MVDM-BOUNDARY-01776"	"MVDM-CALL-032604"	"MVDM-FILE-0714"	"softpc.new/base/cvidc/sevid022.c"	"softpc.new"	"2318"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/cvidc/sevid022.c:2318; softpc.new/base/inc/standard.h:83"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-01777"	"MVDM-BOUNDARY-01777"	"MVDM-CALL-032605"	"MVDM-FILE-0714"	"softpc.new/base/cvidc/sevid022.c"	"softpc.new"	"2319"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/cvidc/sevid022.c:2319; softpc.new/base/inc/standard.h:83"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-01778"	"MVDM-BOUNDARY-01778"	"MVDM-CALL-032627"	"MVDM-FILE-0714"	"softpc.new/base/cvidc/sevid022.c"	"softpc.new"	"2518"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/cvidc/sevid022.c:2518; softpc.new/base/inc/standard.h:83"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-01779"	"MVDM-BOUNDARY-01779"	"MVDM-CALL-032628"	"MVDM-FILE-0714"	"softpc.new/base/cvidc/sevid022.c"	"softpc.new"	"2519"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/cvidc/sevid022.c:2519; softpc.new/base/inc/standard.h:83"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-01780"	"MVDM-BOUNDARY-01780"	"MVDM-CALL-032636"	"MVDM-FILE-0714"	"softpc.new/base/cvidc/sevid022.c"	"softpc.new"	"2604"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/cvidc/sevid022.c:2604; softpc.new/base/inc/standard.h:83"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-01781"	"MVDM-BOUNDARY-01781"	"MVDM-CALL-032637"	"MVDM-FILE-0714"	"softpc.new/base/cvidc/sevid022.c"	"softpc.new"	"2605"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/cvidc/sevid022.c:2605; softpc.new/base/inc/standard.h:83"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-01782"	"MVDM-BOUNDARY-01782"	"MVDM-CALL-032659"	"MVDM-FILE-0714"	"softpc.new/base/cvidc/sevid022.c"	"softpc.new"	"2814"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/cvidc/sevid022.c:2814; softpc.new/base/inc/standard.h:83"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-01783"	"MVDM-BOUNDARY-01783"	"MVDM-CALL-032660"	"MVDM-FILE-0714"	"softpc.new/base/cvidc/sevid022.c"	"softpc.new"	"2815"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/cvidc/sevid022.c:2815; softpc.new/base/inc/standard.h:83"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-01784"	"MVDM-BOUNDARY-01784"	"MVDM-CALL-032668"	"MVDM-FILE-0714"	"softpc.new/base/cvidc/sevid022.c"	"softpc.new"	"2910"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/cvidc/sevid022.c:2910; softpc.new/base/inc/standard.h:83"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-01785"	"MVDM-BOUNDARY-01785"	"MVDM-CALL-032669"	"MVDM-FILE-0714"	"softpc.new/base/cvidc/sevid022.c"	"softpc.new"	"2911"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/cvidc/sevid022.c:2911; softpc.new/base/inc/standard.h:83"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-01786"	"MVDM-BOUNDARY-01786"	"MVDM-CALL-032681"	"MVDM-FILE-0714"	"softpc.new/base/cvidc/sevid022.c"	"softpc.new"	"2996"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/cvidc/sevid022.c:2996; softpc.new/base/inc/standard.h:83"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-01787"	"MVDM-BOUNDARY-01787"	"MVDM-CALL-032682"	"MVDM-FILE-0714"	"softpc.new/base/cvidc/sevid022.c"	"softpc.new"	"2997"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/cvidc/sevid022.c:2997; softpc.new/base/inc/standard.h:83"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-01788"	"MVDM-BOUNDARY-01788"	"MVDM-CALL-032688"	"MVDM-FILE-0714"	"softpc.new/base/cvidc/sevid022.c"	"softpc.new"	"3046"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/cvidc/sevid022.c:3046; softpc.new/base/inc/standard.h:83"
"MVDM-T277-EFFECTIVE-MVDM-BOUNDARY-01789"	"MVDM-BOUNDARY-01789"	"MVDM-CALL-032689"	"MVDM-FILE-0714"	"softpc.new/base/cvidc/sevid022.c"	"softpc.new"	"3047"	"malloc"	"softpc.new/base/inc/standard.h"	"softpc.new"	"not-host-runtime"	"non-runtime-or-profile-excluded"	"not-reviewed-not-future-host"	"caller file final disposition excludes current host recovery"	"preserved original correlation only"	"not admitted"	"no current provider may claim this correlation"	"T277 S2 eligibility excludes caller final disposition not-host-runtime"	"not source-form reviewed because caller is not a future-host package input"	"softpc.new/base/cvidc/sevid022.c:3047; softpc.new/base/inc/standard.h:83"
