ledger0_identity	mvdm_host_subtree	zero_identity	membership_origin	source_root	source_path	source_sha256	source_line	symbol	linkage	inbound_evidence	body_parse_result	condition_context	condition_evidence	legality	reason	softpc_file_disposition	ledger1_disposition	replacement_owner	final_disposition_evidence
"MVDM-HOST-ZERO-004377"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|627"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"627"	"L23_667if_d"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004378"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|632"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"632"	"S_2586_UnchainedWordMove_00000002_00000008_00000000_00000001"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004379"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|637"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"637"	"L13_2566if_f"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004380"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|642"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"642"	"L28_336if_f"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004381"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|647"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"647"	"L28_337if_d"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004382"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|652"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"652"	"S_2587_CopyWordPlnByPlnUnchained_00000002_00000008_00000000_00000001"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004383"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|657"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"657"	"L13_2567if_f"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004384"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|662"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"662"	"L23_672if_f"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004385"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|667"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"667"	"L23_673if_f"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004386"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|672"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"672"	"L23_674if_f"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004387"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|677"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"677"	"L23_675if_f"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004388"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|682"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"682"	"S_2588_CopyWord1PlaneUnchained_00000002_00000008_00000000_00000001"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004389"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|687"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"687"	"L13_2568if_f"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004390"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|692"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"692"	"L23_678w_t"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004391"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|697"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"697"	"L23_679w_d"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004392"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|702"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"702"	"L23_676if_f"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004393"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|707"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"707"	"L23_680w_t"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004394"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|712"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"712"	"L23_681w_d"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004395"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|717"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"717"	"L23_677if_d"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004396"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|722"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"722"	"S_2589_UnchainedWordMove_00000002_00000009_00000000_00000001"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004397"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|727"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"727"	"L13_2569if_f"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004398"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|732"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"732"	"L28_338if_f"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004399"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|737"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"737"	"L28_339if_d"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004400"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|742"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"742"	"S_2590_CopyWord4PlaneUnchained_00000002_00000009_00000000_00000001"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004401"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|747"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"747"	"L13_2570if_f"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004402"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|752"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"752"	"L23_684w_t"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004403"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|757"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"757"	"L23_685w_d"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004404"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|762"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"762"	"L23_682if_f"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004405"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|767"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"767"	"L23_686w_t"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
"MVDM-HOST-ZERO-004406"	"softpc.new/"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/cvidc/sevid015.c|30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0|772"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/base/cvidc/sevid015.c"	"30fb185728d9f4334140a73e4117fc448853b3587070f6ec23f8cd4c172020b0"	"772"	"L23_687w_d"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""	"not-host-runtime"	"exclude-bochs-cpu-fpu-executor"	"bochs-core via adapter-bochs; no second CPU/FPU/decode/register executor"	"T276 S12 SoftPC baseline: original CCPU/CPU/device execution is a parallel-machine exclusion replaced by Bochs"
